token_text,start_capital,all_capital,capital_ratio,length,vowel_ratio,number_of_vowels,numeric_charecter,numeric_ratio,number_of_nonAlphanumeric,nonAlphanumericRatio,previous_word_text,prev_start_capital,prev_all_capital,prev_capital_ratio,prev_length,prev_vowel_ratio,prev_number_of_vowels,prev_numeric_charecter,prev_numeric_ratio,prev_number_of_nonAlphanumeric,prev_nonAlphanumericRatio,next_word_text,next_start_capital,next_all_capital,next_capital_ratio,next_length,next_vowel_ratio,next_number_of_vowels,next_numeric_charecter,next_numeric_ratio,next_number_of_nonAlphanumeric,next_nonAlphanumericRatio,class
Ayata,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,Demokrat,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,10
Demokrat,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Ayata,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,Düþünür,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,6
Düþünür,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Demokrat,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,,0,0,0.1604490830091004,6,1.6546746326133792,2.358917560908899,0.38236620285394163,0.10461257279063524,0.0013897006334255412,0.00013345169783196277,6
Yücel,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.15360117544062993,6,1.5514683233058892,2.313770387201126,0.4104784407244372,0.12355754716274427,0.0008048596876949746,0.00010590836278909806,kaybetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,10
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,kaybetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,çevirmen,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,3
çevirmen,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,hayatýný,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,6
1926,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,hayatýný,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,1999,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
1999,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,1926,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,þair,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,3
þair,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,1999,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Can,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,6
Can,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,þair,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,d,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,10
Sayar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.15362945774139233,6,1.5517539923029997,2.314196417469438,0.410554021361654,0.1235802975857166,0.0008050078850228507,0.00010590836278909807,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,10
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Sayar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,hayatýný,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,3
1923,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,hayatýný,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,þair,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,3
ressam,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,þair,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,d,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,6
Abbas,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,d,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,yazar,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,10
yazar,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Abbas,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,kaybetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,6
1999,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,kaybetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,,0,0,0.16047862620243664,6,1.6549793047976202,2.359351904042927,0.3824366072367172,0.10463183491046414,0.0013899565164366674,0.00013345169783196277,3
Rojda,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.15365774524972256,6,1.552039713899815,2.314622526181916,0.41062961591539393,0.12360305219768229,0.0008051561096380271,0.00010590836278909807,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,10
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Rojda,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,geldi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,3
Demirer,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,geldi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,1980,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,10
1980,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Demirer,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,dünyaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3
dünyaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,1980,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Türk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,8
aktris,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,Türk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.1605081748355065,6,1.655284033080588,2.3597863271517547,0.3825070245829217,0.10465110057699156,0.0013902124465630596,0.00013345169783196277,6
Demirkan,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,,0,0,0.15368603796657943,6,1.5523254881060198,2.315048713353005,0.41070522438821944,0.12362581099941268,0.0008053043615455281,0.00010590836278909807,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,10
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Demirkan,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,geldi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,3
dünyaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,geldi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,1972,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,8
1972,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,dünyaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,þarkýcý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3
þarkýcý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,1972,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Demir,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,6
Demir,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,þarkýcý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.16053772890931162,6,1.6555888174726117,2.360220830250107,0.3825774548949421,0.10467036979087059,0.0013904684238133934,0.00013345169783196277,10
1940,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,,0,0,0.15371433589292202,6,1.552611314931302,2.3154749789971505,0.4107808467826934,0.1236485739916792,0.000805452640750379,0.00010590836278909808,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1940,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,sanatçýsý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,3
sanatçýsý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,sinema,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,6
sinema,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,sanatçýsý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,geldi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,6
ses,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,geldi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,dünyaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,6
dünyaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ses,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,8
12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,dünyaya,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Yazar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,3
Yazar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Gönül,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,10
Gönül,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Yazar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.16056728842485374,6,1.6558936579840229,2.3606554133527125,0.3826478981751658,0.1046896425527544,0.0013907244481963456,0.00013345169783196277,10
2,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,anlaþmasý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,2,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,doðalgaz,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,3
Ýran,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,arasýnda,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,1996,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,8
1996,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Ýran,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,tutarýnda,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,3
Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,tutarýnda,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.16059685338313487,6,1.656198554625154,2.361090076474302,0.3827183544259807,0.10470891886329622,0.0013909805197205947,0.00013345169783196277,8
adada,0,0,0.0,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,,0,0,0.15374263902970953,6,1.5528971943853493,2.3159013231288017,0.41085648310137923,0.12367134117525343,0.0008056009472576061,0.00010590836278909808,nün,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,8
bölge,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,toplum,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,Barýþ,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,8
Barýþ,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,bölge,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,oluþturmasýný,0,0,0.0,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,7
Gücü,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,oluþturmasýný,0,0,0.0,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,kararlaþtýrdý,0,0,0.0,13,1.6,5.0,0.0,0.0,0.0,0.0,7
Konsey,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,arasýnda,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,tampon,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,7
gazetesi,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,,0,0,0.15377094737790134,6,1.5531831264778526,2.3163277457624103,0.41093213334684076,0.12369411255090713,0.0008057492810722366,0.00010590836278909808,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,7
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,gazetesi,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,kapatýldý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,3
Tan,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,kapatýldý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,1944,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,7
1944,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Tan,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.16062642378515718,6,1.6565035074063408,2.3615248196296097,0.3827888236497748,0.10472819872314953,0.0013912366383948204,0.00013345169783196277,3
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,sýfatýyla,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,112,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,3
Atatürk,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,geçti,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,1921,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,10
1921,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Atatürk,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,baþýna,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,3
Polatlý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,baþýna,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Baþkomutan,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,8
Baþkomutan,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Polatlý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ordunun,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,6
ordunun,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Baþkomutan,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,,0,0,0.160655999631923,6,1.6568085163379198,2.361959642833371,0.38285930584893696,0.1047474821329678,0.0013914928042277049,0.00013345169783196277,7
güneybatýsýndaki,0,0,0.0,16,1.2857142857142858,7.0,0.0,0.0,0.0,0.0,zaferiyle,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,8
12,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,güneybatýsýndaki,0,0,0.0,16,1.2857142857142858,7.0,0.0,0.0,0.0,0.0,ýn,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,3
Osmanlý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,yapýldý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,un,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,7
Savaþý,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,1687,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,9
1687,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Savaþý,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,3
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,1687,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Mohaç,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,3
Mohaç,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Habsburg,1,0,0.125,8,3.0,2.0,0.0,0.0,0.0,0.0,9
Habsburg,1,0,0.125,8,3.0,2.0,0.0,0.0,0.0,0.0,Mohaç,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,sonuçlandý,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,8
bölgede,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,II,1,1,1.0,2,0.0,2.0,0.0,0.0,0.0,0.0,arasýnda,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,8
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,kaybetti,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,hayatýný,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,3
11,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,hayatýný,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,1942,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
2009,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,J8lqm6HK0D,1,0,0.4,10,7.0,0.0,3.0,0.3,0.0,0.0,sanatçý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3
sanatçý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,2009,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Oray,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,6
Oray,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,sanatçý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,10
Aykut,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,Türk,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,10
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,yaptý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,çarpýþarak,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,3
Kocaeli,1,0,0.14285714285714285,7,0.75,4.0,0.0,0.0,0.0,0.0,88,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,11,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,8
11,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Kocaeli,1,0,0.14285714285714285,7,0.75,4.0,0.0,0.0,0.0,0.0,kaza,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,3
Adapazarý,1,0,0.1111111111111111,9,0.8,5.0,0.0,0.0,0.0,0.0,öldü,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,Kazada,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,8
2004,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,Kazada,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,kiþi,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,3
Baþkent,1,0,0.14285714285714285,7,2.5,2.0,0.0,0.0,0.0,0.0,kiþi,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,kafaya,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,2
Ekspresleri,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,kafa,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,8,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,7
8,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,Ekspresleri,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,,0,0,0.16068558092443486,6,1.6571135814302302,2.362394546100326,0.3829298010258563,0.10476676909340475,0.0013917490172279307,0.00013345169783196277,3
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,gýyabi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,2000,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,3
11,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,2000,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,verildi,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3
Fettullah,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,yönetmek,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,tutuklama,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,10
Gülen,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,twDm44VcVH,0,0,0.4,10,8.0,0.0,2.0,0.2,0.0,0.0,http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,10
1995,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,,0,0,0.153799260938457,6,1.5534691112185037,2.316754246912431,0.4110077975216422,0.12371688811941217,0.0008058976421992984,0.0001059083627890981,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,3
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,Arabistan,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,3
Arabistan,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,vatandaþý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,8
Suudi,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,kýlýçla,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,kesilerek,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,8
11,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,baþý,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,edildi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,3
açlýk,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.15382757971233632,6,1.5537551486169974,2.317180826593321,0.4110834756283485,0.12373966788154059,0.0008060460306438204,0.0001059083627890981,mahkum,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,9
08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,mahkum,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,Eskiþehir,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,3
Eskiþehir,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,08,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,11,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,8
11,0,0,0.0,2,0.0,0.0,2.0,1.0,0.0,0.0,Eskiþehir,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,sonra,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,3
Gaziantep,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,dan,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Erzincan,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,8
Erzincan,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Gaziantep,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,baþladý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,8
1987,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,300,0,0,0.0,3,0.0,0.0,3.0,1.0,0.0,0.0,Saðmalcýlar,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,3
Saðmalcýlar,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,1987,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,grevine,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,8
grevine,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Saðmalcýlar,1,0,0.09090909090909091,11,1.75,4.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,9
Çanakkale,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,cezaevlerinde,0,0,0.0,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,8
cezaevlerinde,0,0,0.0,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,Çanakkale,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.16071516766369548,6,1.6574187026936127,2.3628295294452166,0.3830003091829224,0.10478605960511408,0.0013920052774041834,0.00013345169783196277,8
